Module,Stage,Status,business_id,name,address,city,state,postal_code,PhoneDayNumber,PhoneDayExt,Status
FoodFacility,Active,Permitted,PMAY-9L5LBE,D MARKET LLC,3401 WINNEBAGO,SAINT LOUIS,MO,63118,437-1939,,Permitted
FoodFacility,Active,Permitted,1200729,Daddy's Money,5300 N BROADWAY,St Louis,MO,63147,241-7600,,Permitted
FoodFacility,Active,Permitted,18074,Dad's Cookie Co,3854 LOUISIANA,St Louis,MO,63118,314-3662,,Permitted
FoodFacility,Active,Permitted,11054,Dairy Queen,5409 Hampton Ave,St Louis,MO,63109,353-1244,,Permitted
FoodFacility,Active,Permitted,KHUS-9MSSFM,DB Zee's,4064 S Grand,SAINT LOUIS,MO,63116,728-0658,,Permitted
FoodFacility,Active,Permitted,37689,De La Salle Middle School,4145 Kennerly Ave,St Louis,MO,63113,531-9820,,Permitted
FoodFacility,Active,Permitted,1201192,Deals #4852,1300 AUBERT Ave,St Louis,MO,63113,361-2908,,Permitted
FoodFacility,Active,Permitted,1200932,Deals Stores #3356,3853 Gravois,St Louis,MO,63116,773-4427,,Permitted
FoodFacility,Active,Permitted,KHUS-9KCSXN,Death in the Afternoon,808 Chestnut,SAINT LOUIS,MO,63101,,,Permitted
FoodFacility,Active,Permitted,38233,Debbies Delights,5033 Riverview,St Louis,MO,63120,382-2260,,Permitted
FoodFacility,Active,Permitted,38233,Debbies Delights,5033 Riverview,St Louis,MO,63120,382-2260,,Permitted
FoodFacility,Active,Permitted,18158,Dee Dee's Deli #4,911 Washington,St Louis,MO,63101,241-6576,,Permitted
FoodFacility,Active,Permitted,10700004,Del Carmen,800 N TUCKER 4TH FLR,St Louis,MO,63101,802-0995,,Permitted
FoodFacility,Active,Permitted,17828,Delhaven Manor #2,5460 Delmar,SAINT LOUIS,MO,63112,361-2902,,Permitted
FoodFacility,Active,Permitted,MWIS-93RKEU,Deli On a Roll,1 N Jefferson,SAINT LOUIS,MO,63103,814-6154,,Permitted
FoodFacility,Active,Permitted,1400540,Delightful Days Tlc 2,2801 SIDNEY,St Louis,MO,63104,771-8400,,Permitted
FoodFacility,Active,Permitted,10496,Delmar Chop Suey,3336 Delmar Blvd,St Louis,MO,63103,535-4445,,Permitted
FoodFacility,Active,Permitted,19201,Delmar Lee's,5190 Delmar,St Louis,MO,63108,361-3656,,Permitted
FoodFacility,Active,Permitted,1200991,Demathis C-Store,3825 W PINE DEMATHIS HALL,St Louis,MO,63108,977-2670,,Permitted
FoodFacility,Active,Permitted,KHUS-9NKSZN,DeMattias Hall - Subway,3825 W Pine,St Louis,MO,63108,,,Permitted
FoodFacility,Active,Permitted,35214,Denny's Restaurant,1515 Hampton Ave,St Louis,MO,63139,645-1754,,Permitted
FoodFacility,Active,Permitted,21111,Dept Of Hospitality Studies,5600 OAKLAND,St Louis,MO,63110,(31-9784,,Permitted
FoodFacility,Active,Permitted,18988,Desta's Market,2503 N Taylor Ave,St Louis,MO,63113,534-4587,,Permitted
FoodFacility,Active,Permitted,MWIS-97GKMN,Destination Desserts,11786 Westline Industrial,SAINT LOUIS,MO,63146,983-9230,,Permitted
FoodFacility,Active,Permitted,13181,Developmental Child Care Ctr,1211 TAMM,St Louis,MO,63139,645-1211,,Permitted
FoodFacility,Active,Permitted,1400641,Diablitos,3754 Laclede Ave,St Louis,MO,63108,644-4430,,Permitted
FoodFacility,Active,Permitted,1200103,Diana's Bakery,2843 Cherokee St,St Louis,MO,63118,771-6959,,Permitted
FoodFacility,Active,Permitted,MLEN-8ZFR6Z,Diane Touch of Love Food Service,8230 N Broadway,St Louis,MO,63147,932-1200,,Permitted
FoodFacility,Active,Pending,#N/A,Diego's Tacos,607 N Grand,SAINT LOUIS,MO,63103,,,#N/A
FoodFacility,Active,Permitted,1200677,Digregorio's Market,5200 Daggett,St Louis,MO,63110,776-1062,,Permitted
FoodFacility,Active,Permitted,7556,Diner's Delight,1504 S COMPTON,St Louis,MO,63104,776-9570,,Permitted
FoodFacility,Active,Permitted,1200871,Discount Cigarette,1823 McLaran,St Louis,MO,63136,867-3507,,Permitted
FoodFacility,Active,Permitted,KHUS-9JAJ4V,Discount Grocery,3402 Chippewa St,SAINT LOUIS,MO,63118,802-8277,,Permitted
FoodFacility,Active,Permitted,11000049,Discount Grocery Store,5009 Virginia,St Louis,MO,63111,359-6185,,Permitted
FoodFacility,Active,Permitted,11000049,Discount Grocery Store,5009 VIRGINIA,St Louis,MO,63111,448-1728,,Permitted
FoodFacility,Active,Permitted,8376,Dismas House Of St Louis,5025 COTE BRILLIANTE,St Louis,MO,63113,361-2802,,Permitted
FoodFacility,Active,Permitted,20066,Doc Haus,6217 MORGANFORD,St Louis,MO,63116,352-4465,,Permitted
FoodFacility,Active,Permitted,MWHN-9C9M9D,Dollar General,4038 N Grand,SAINT LOUIS,MO,63107,,,Permitted
FoodFacility,Active,Permitted,1200989,Dollar General Store #12068,4956 DELMAR,St Louis,MO,63108,454-3881,,Permitted
FoodFacility,Active,Permitted,1200988,Dollar General Store #2765,6574 MANCHESTER,St Louis,MO,63143,781-3835,,Permitted
FoodFacility,Active,Permitted,MLEN-924KEV,Dollar Tree # 5123,2014 S 7th,St Louis,MO,63127,241-5520,,Permitted
FoodFacility,Active,Permitted,1200814,Dollar Tree #1768,3637 S Kingshighway,St Louis,MO,63109,752-3678,,Permitted
FoodFacility,Active,Permitted,1200673,Dollar Tree #3972,7800 MORGANFORD,St Louis,MO,,631-7023,,Permitted
FoodFacility,Active,Permitted,5675,Dominic's,5101 WILSON,St Louis,MO,63110,771-1632,,Permitted
FoodFacility,Active,Permitted,37955,Dominos #1607,3107 S GRAND,St Louis,MO,63118,773-4404,,Permitted
FoodFacility,Active,Permitted,1400364,Dominos Pizza,1444 N Kingshighway,St Louis,MO,63113,454-3030,,Permitted
FoodFacility,Active,Permitted,37986,Domino's Pizza,3930 Lindell,St Louis,MO,63108,367-2882,,Permitted
FoodFacility,Active,Permitted,37953,Dominos Pizza #1522,5201 S Grand,St Louis,MO,63111,352-1400,,Permitted
FoodFacility,Active,Permitted,37956,Dominos Pizza #1526,5421 Chippewa,St Louis,MO,63109,832-4555,,Permitted
FoodFacility,Active,Permitted,35732,Domino's Pizza #1554,1613 S 9th,St Louis,MO,63104,621-2030,,Permitted
FoodFacility,Active,Permitted,37952,Dominos Pizza #1605,1430 N 13TH,St Louis,MO,63106,421-3030,,Permitted
FoodFacility,Active,Permitted,1200929,Don's Meat Market,4012 S BROADWAY,St Louis,MO,,351-9938,,Permitted
FoodFacility,Active,Permitted,20056,Donut Drive In,6525 Chippewa,St Louis,MO,63109,645-7714,,Permitted
FoodFacility,Active,Permitted,KHUS-9KCMYB,Donuts Dogs & More,4232 S Broadway,SAINT LOUIS,MO,63111,,,Permitted
FoodFacility,Active,Permitted,1201167,Dooley's Beef N Brew House,601 N Grand 07,St Louis,MO,63103,531-7600,,Permitted
FoodFacility,Active,Permitted,20150,Doorways Supportive Housing Fa,4385 Maryland Ave,St Louis,MO,63108,535-1919,,Permitted
FoodFacility,Active,Permitted,1400539,Double Apple Cafe And Hookah Lounge,3131 Olive,St Louis,MO,63103,371-6700,,Permitted
FoodFacility,Active,Permitted,18830,Double D's Den,5204 Hampton,St Louis,MO,63109,481-4794,,Permitted
FoodFacility,Active,Permitted,11000076,Dove Tots & Dots Preschool,8919 RIVERVIEW,St Louis,MO,63137,869-7757,,Permitted
FoodFacility,Active,Permitted,1200062,Downtown Children Center,607 N 22nd,St Louis,MO,63103,621-1131,,Permitted
FoodFacility,Active,Permitted,MWHN-8UMMJ9,Dr Joyce's Honeybread Wellness,3830 Washington,St Louis,MO,63108,,,Permitted
FoodFacility,Active,Permitted,1400065,Dr King Chop Suey,5435 DR M L King,St Louis,MO,63113,361-7500,,Permitted
FoodFacility,Active,Permitted,1400615,Dragon Chop Suey,1118 N Kingshighway,St Louis,MO,63113,361-4505,,Permitted
FoodFacility,Active,Permitted,10030,Dressel's Pub,419 N Euclid,St Louis,MO,63108,361-1060,,Permitted
FoodFacility,Active,Permitted,MLEN-9H5KGX,Drunken Fish,601  Clark St Ste 104,SAINT LOUIS,MO,63102,,,Permitted
FoodFacility,Active,Permitted,1200127,Drury Inn,2111 Sulphur,St Louis,MO,63109,646-0770,,Permitted
FoodFacility,Active,Permitted,19636,Drury Inn & Suites Convention Ctr,711 N BROADWAY,St Louis,MO,63102,231-8100,,Permitted
FoodFacility,Active,Permitted,19637,Drury Inn Union Station,201 S 20TH,St Louis,MO,63103,231-3900,,Permitted
FoodFacility,Active,Permitted,35237,Drury Plaza Hotel,2 S 4Th,St Louis,MO,63102,231-3003,,Permitted
FoodFacility,Active,Permitted,1400222,D's Place,900 BARTON,St Louis,MO,63104,773-1019,,Permitted
FoodFacility,Active,Permitted,16112,Dubourg House,5890 Eichelberger,St Louis,MO,63109,752-1901,,Permitted
FoodFacility,Active,Permitted,20438,Dutchtown Care Center,3421 GASCONADE,St Louis,MO,63118,832-4700,,Permitted
FoodFacility,Active,Permitted,MWHN-9ENRB5,Dynasty Discount & More,6321 W Florissant,St Louis,MO,63120,383-8111,,Permitted
FoodFacility,Active,Permitted,#N/A,Dynasty Discount & More,6321 W FLORISSANT,St Louis,MO,63120,383-8111,,#N/A
FoodFacility,Active,Permitted,1200861,E & L Market,5120 Thekla,St Louis,MO,63115,381-1279,,Permitted
FoodFacility,Active,Permitted,MWIS-98VNSD,Eagle College Prep,3716 Morganford Rd,St Louis,MO,63116,664-7627,,Permitted
FoodFacility,Active,Permitted,35694,Eagles Nest,111 S 10TH,St Louis,MO,63102,539-6785,,Permitted
FoodFacility,Active,Permitted,KHUS-9NDMYL,Earth Bound Brewing,2710 Cherokee St,SAINT LOUIS,MO,63118,,,Permitted
FoodFacility,Active,Permitted,PMAY-9RLQBB,East Coast,2825 N BROADWAY,St Louis,MO,63147,479-7697,,Permitted
FoodFacility,Active,Permitted,8560,Eat Rite Diner,622 CHOUTEAU,St Louis,MO,63102,621-9621,,Permitted
FoodFacility,Active,Permitted,MWHN-97VHVH,Eau Bistro @Chase Park Plaza,212 N Kingshighway 32,St Louis,MO,63108,633-3000,,Permitted
FoodFacility,Active,Permitted,1400323,Eclipse Restaurant,6177 Delmar,St Louis,MO,63112,726-2222,,Permitted
FoodFacility,Active,Permitted,MWIS-9EGQVY,Economic Shop,2819 Cherokee,SAINT LOUIS,MO,63111,865-2673,,Permitted
FoodFacility,Active,Permitted,7600037,Eddie S Southtown Donuts,4701 S Kingshighway Blvd,St Louis,MO,63109,832-1200,,Permitted
FoodFacility,Active,Permitted,1200036,Edible Arrangements,418 N 10Th,St Louis,MO,,241-6565,,Permitted
FoodFacility,Active,Permitted,17712,Ed's Food Shop,10836 LACKLINK,St Louis,MO,63114,898-6462,,Permitted
FoodFacility,Active,Permitted,21098,Egg Roll Kitchen,3620 N Grand,St Louis,MO,63107,531-3252,,Permitted
FoodFacility,Active,Permitted,35906,Einstein Brother Bagels #1207,2 N Euclid,St Louis,MO,63108,367-7999,,Permitted
FoodFacility,Active,Pending,#N/A,El Burro Loco LLC,313 N Euclid,St Louis,MO,63108,224-5701,,#N/A
FoodFacility,Active,Permitted,20548,El Chico Bakery,2634 CHEROKEE,St Louis,MO,63118,664-2212,,Permitted
FoodFacility,Active,Permitted,38382,El Lenador,3124 Cherokee,St Louis,MO,63118,814-1527,,Permitted
FoodFacility,Active,Permitted,19194,El Maguey,7014 CHIPPEWA,St Louis,MO,63119,832-3632,,Permitted
FoodFacility,Active,Permitted,MLEN-8ZTQTR,El Maguey Mexican Restaurant,3710 S Kingshighway,St Louis,MO,63109,772-2888,,Permitted
FoodFacility,Active,Permitted,7600017,El Paisano,3315 WATSON,St Louis,MO,63139,645-7458,,Permitted
FoodFacility,Active,Permitted,MWHN-978MWP,El Potro,6922 Manchester,St Louis,MO,63143,,,Permitted
FoodFacility,Active,Permitted,MWIS-9ACNHP,El Tapatio,3279 Hampton Ave,SAINT LOUIS,MO,63139,,,Permitted
FoodFacility,Active,Permitted,700049,El Torito Grocery Store,2753 CHEROKEE,St Louis,MO,,771-8648,,Permitted
FoodFacility,Active,Permitted,37616,El Torito Restaurant,2753 CHEROKEE,St Louis,MO,,771-1049,,Permitted
FoodFacility,Active,Permitted,37617,El Torito Truck,2753 Cherokee,St Louis,MO,,314-8648,,Permitted
FoodFacility,Active,Permitted,KHUS-9MXMHQ,El Tropical,5001 Lindenwood,SAINT LOUIS,MO,63109,,,Permitted
FoodFacility,Active,Permitted,1201237,El Volcan,4920 Northrup,St Louis,MO,63110,772-0877,,Permitted
FoodFacility,Active,Permitted,MWHN-8YRTHG,Elaia,1634 Tower Grove,SAINT LOUIS,MO,63110,932-1088,,Permitted
FoodFacility,Active,Permitted,MLEN-99JP3X,Element Restaurant & Lounge,1419 Carroll St,SAINT LOUIS,MO,63104,348-3242,,Permitted
FoodFacility,Active,Permitted,37468,Eleven Eleven Mississippi,1111 Mississippi,St Louis,MO,63104,241-9999,,Permitted
FoodFacility,Active,Permitted,37513,Elicia's Pizza,3209 Gravois,St Louis,MO,63118,771-7777,,Permitted
FoodFacility,Active,Permitted,37513,Elicia's Pizza,6656 GRAVOIS,St Louis,MO,63109,351-6111,,Permitted
FoodFacility,Active,Permitted,37513,Elicia's Pizza,2801 HAMPTON,St Louis,MO,63139,645-6000,,Permitted
FoodFacility,Active,Permitted,KHUS-9R2PQK,Elite Supermarket & Grill,8337 - 45 N Broadway,SAINT LOUIS,MO,63147,,,Permitted
FoodFacility,Active,Permitted,KHUS-9R2PQK,Elite Supermarket & Grill,8337 - 45 N Broadway,SAINT LOUIS,MO,63147,,,Permitted
FoodFacility,Active,Permitted,8705,Ellsworth Restaurant,107 N NEWSTEAD,St Louis,MO,63108,652-2832,,Permitted
FoodFacility,Active,Permitted,20360,Elmer Hammond Day Care,1920 Cass,St Louis,MO,63106,421-4071,,Permitted
FoodFacility,Active,Permitted,1201169,Embassy Suites St Louis Downtown 4th floor,610 N 7Th,St Louis,MO,63101,269-5900,,Permitted
FoodFacility,Active,Permitted,1200211,Emmanuel Temple Church Of God,4932 Union,St Louis,MO,63115,226-5691,,Permitted
FoodFacility,Active,Permitted,MWIS-9AJNWQ,Emperor's Wok,20 Hampton Village,St Louis,MO,63109,481-9988,,Permitted
FoodFacility,Active,Permitted,MWHN-954NCD,Empire Deli & Pizza,1131 Washington,St Louis,MO,63101,,,Permitted
FoodFacility,Active,Permitted,37212,Employee Cafeteria@Renaissance St Louis Grand & Su,800 Washington Ave,St Louis,MO,63101,621-9600,,Permitted
FoodFacility,Active,Permitted,1400147,Employee Dining Room,999 N 2nd St,St Louis,MO,63102,881-7777,,Permitted
FoodFacility,Active,Permitted,MWHN-97VJD6,Employee Dining Room @ Chase Park Plaza,212 N Kingshighway 32,St Louis,MO,63108,633-3000,,Permitted
FoodFacility,Active,Permitted,1200085,Employee Dining Room Four Seasons Hotel,999 N 2ND,St Louis,MO,63102,881-2010,,Permitted
FoodFacility,Active,Permitted,38038,Empress Express,1438 N 13 Th,St Louis,MO,63101,588-0699,,Permitted
FoodFacility,Active,Permitted,1201228,Energy Express Krispy Krunchy,4500 N Broadway,St Louis,MO,63147,241-0529,,Permitted
FoodFacility,Active,Permitted,1201229,Energy Express Subway,4500 N Broadway,St Louis,MO,63147,241-0529,,Permitted
FoodFacility,Active,Permitted,1201230,Energy Express Travel Ctr,4500 N Broadway,St Louis,MO,63147,241-0527,,Permitted
FoodFacility,Active,Permitted,1200680,Energy Marketing #1224,1301 HAMPTON,St Louis,MO,63139,644-2058,,Permitted
FoodFacility,Active,Permitted,1200678,Energy Marketing #2001,710 RUSSELL,St Louis,MO,63104,664-1624,,Permitted
FoodFacility,Active,Permitted,1201193,Entre Underground,360 N Boyle,St Louis,MO,63108,520-6750,,Permitted
FoodFacility,Active,Permitted,1400670,Envy At The Park,1025 SPRUCE,St Louis,MO,63102,241-4177,,Permitted
FoodFacility,Active,Permitted,37170,Eovaldi's,2201 EDWARDS,St Louis,MO,63110,771-5707,,Permitted
FoodFacility,Active,Permitted,1201186,Epic Pizza & Subs,1711 S 9TH,St Louis,MO,63104,436-3742,,Permitted
FoodFacility,Active,Permitted,18161,Epiphany Catholic Church Gymna,3164 Ivanhoe,St Louis,MO,63139,781-1199,,Permitted
FoodFacility,Active,Permitted,MLEN-9DENM2,Epiphany United Church of Christ,2911 McNair Ave,SAINT LOUIS,MO,63118,772-0263,,Permitted
FoodFacility,Active,Permitted,1200581,Ernesto's Wine Bar,2730 MCNAIR,St Louis,MO,63118,664-4511,,Permitted
FoodFacility,Active,Permitted,1200303,Erney's,4200 MANCHESTER,St Louis,MO,63110,652-7195,,Permitted
FoodFacility,Active,Permitted,38375,Estell's Cafe,3801 PAGE,St Louis,MO,63113,602-0355,,Permitted
FoodFacility,Active,Permitted,38159,Eternity Adult Day Care,2400-02 N SARAH,St Louis,MO,63115,531-9025,,Permitted
FoodFacility,Active,Permitted,1200437,Etta's Cafe @ Steinberg / Washington University,6241 FORSYTH,St Louis,MO,63105,935-7098,,Permitted
FoodFacility,Active,Permitted,38383,Euclid Market,2318 N Euclid,St Louis,MO,63113,535-1450,,Permitted
FoodFacility,Active,Permitted,38383,Euclid Market,2318 N Euclid,St Louis,MO,63113,535-1450,,Permitted
FoodFacility,Active,Permitted,37728,Eurest Dining Svs @ Bank Of America,100 N BROADWAY 1ST FLR,St Louis,MO,63102,466-3598,,Permitted
FoodFacility,Active,Permitted,1200965,Europa Market Import Foods,5005 GRAVOIS,St Louis,MO,63116,481-9880,,Permitted
FoodFacility,Active,Permitted,1400373,Europe,710 N 15th St,St Louis,MO,63103,621-5111,,Permitted
FoodFacility,Active,Permitted,KHUS-9JFRJC,Eva Maries Snack Mobile,12006 Larimore,SAINT LOUIS,MO,63138,,,Permitted
FoodFacility,Active,Permitted,MWHN-9DMSZL,Evangeline's,512 N Euclid,St Louis,MO,63108,,,Permitted
FoodFacility,Active,Permitted,1200106,Everest Cafe & Bar,4145 Manchester,St Louis,MO,63110,531-4800,,Permitted
FoodFacility,Active,Permitted,21108,Everyday Circus Baby Elephant,701 N 15TH 3RD FLR,St Louis,MO,63103,645-4445,,Permitted
FoodFacility,Active,Permitted,1400316,Executive Dining @ Us Bank,1005 Convention Plz,St Louis,MO,63101,418-6619,,Permitted
FoodFacility,Active,Permitted,1200274,Exo,3146 LOCUST,St Louis,MO,63103,707-8709,,Permitted
FoodFacility,Active,Permitted,17282,Explorer's II Day Care,3007 Olive,St Louis,MO,63103,652-7594,,Permitted
FoodFacility,Active,Permitted,1200738,Express Lane Market,3846 Keouk,St Louis,MO,63116,664-2665,,Permitted
FoodFacility,Active,Permitted,1400518,Express Market,3016 DR M L King,St Louis,MO,63106,534-1302,,Permitted
FoodFacility,Active,Permitted,1200706,Express Petroleum,2601 Delmar,St Louis,MO,63106,534-0247,,Permitted
FoodFacility,Active,Permitted,1200737,F & G Foods,5932 W Florissant,St Louis,MO,63136,261-0294,,Permitted
FoodFacility,Active,Permitted,16082,Failoni's Tavern,6713-15 MANCHESTER,St Louis,MO,63139,781-5221,,Permitted
FoodFacility,Active,Permitted,37686,Fairgrounds Market,3710 N GRAND,St Louis,MO,63107,652-8933,,Permitted
FoodFacility,Active,Permitted,1200700,Family Convenience Mart,3126 Magnolia,St Louis,MO,63118,771-1960,,Permitted
FoodFacility,Active,Permitted,1201231,Family Dollar,6155 S Grand Blvd,St Louis,MO,63111,351-0556,,Permitted
FoodFacility,Active,Permitted,PMAY-9Q6RTW,Family Dollar Store #10304,5010 Enright,SAINT LOUIS,MO,63108,,,Permitted
FoodFacility,Active,Permitted,MWHN-8Y9QHC,Family Dollar Store #10314,1549 S Jefferson Ave,SAINT LOUIS,MO,63104,,,Permitted
FoodFacility,Active,Permitted,MWHN-972KQQ,Family Dollar Store #10338,2700 S Grand,St Louis,MO,63118,,,Permitted
FoodFacility,Active,Permitted,1201109,Family Dollar Store #1559,4314 N GRAND,St Louis,MO,63107,533-4949,,Permitted
FoodFacility,Active,Permitted,MWHN-98VSNA,Family Dollar Store #8943,7700 S Broadway,SAINT LOUIS,MO,63111,,,Permitted
FoodFacility,Active,Permitted,MWHN-96NS8W,Family Dollar Store #9315,2500 S Jefferson,St Louis,MO,63104,814-3455,,Permitted
FoodFacility,Active,Permitted,1200777,Family Dollar Stores #1301,8971 Halls Ferry Rd,St Louis,MO,63147,388-0408,,Permitted
FoodFacility,Active,Permitted,1200779,Family Dollar Stores #1590,5935 Delmar,St Louis,MO,63112,726-0060,,Permitted
FoodFacility,Active,Permitted,1200780,Family Dollar Stores #1793,3636 S Grand,St Louis,MO,63118,776-5775,,Permitted
FoodFacility,Active,Permitted,1200771,Family Dollar Stores #2199,3411 S Jefferson Ave,St Louis,MO,,776-8005,,Permitted
FoodFacility,Active,Permitted,1200781,Family Dollar Stores #2594,4645 Gravois,St Louis,MO,,352-5331,,Permitted
FoodFacility,Active,Permitted,1200785,Family Dollar Stores #4878,5324 Virginia,St Louis,MO,63111,481-0729,,Permitted
FoodFacility,Active,Permitted,1200784,Family Dollar Stores #6038,3501 N Kingshighway,St Louis,MO,63115,389-4477,,Permitted
FoodFacility,Active,Permitted,1200783,Family Dollar Stores #6181,5010 Union,St Louis,MO,63115,389-4883,,Permitted
FoodFacility,Active,Permitted,1200782,Family Dollar Stores #6446,4930 Christy,St Louis,MO,63116,353-3693,,Permitted
FoodFacility,Active,Permitted,1200772,Family Dollar Stores #6829,6000 Natural Bridge,St Louis,MO,,383-8806,,Permitted
FoodFacility,Active,Permitted,1200774,Family Dollar Stores #7091,4344 Dr M L King,St Louis,MO,63115,533-8622,,Permitted
FoodFacility,Active,Permitted,1200775,Family Dollar Stores #7317,3731 Dr M L King,St Louis,MO,63113,371-1683,,Permitted
FoodFacility,Active,Permitted,1200776,Family Dollar Stores #7813,2321 McCausland,St Louis,MO,,644-1628,,Permitted
FoodFacility,Active,Permitted,1200773,Family Dollar Stores 3598,4250 S Broadway,St Louis,MO,,351-8626,,Permitted
FoodFacility,Active,Permitted,1200420,Family Food & Concessions Stand 120,1401 CLARK,St Louis,MO,63103,651-9082,,Permitted
FoodFacility,Active,Permitted,KHUS-9K9M2Q,Family Foods & Concessions,Soldiers Memorial,VILLA RIDGE,MO,63089,,,Permitted
FoodFacility,Active,Permitted,KHUS-9K9M2Q,Family Foods & Concessions,Clark Dr,VILLA RIDGE,MO,63089,,,Permitted
FoodFacility,Active,Permitted,10700002,Family Foods & Concessions #108,1401 Clark #108,St Louis,MO,63103,651-9082,,Permitted
FoodFacility,Active,Permitted,11000101,Family Love Adult Healthcare,286 DEBALIVIERE,St Louis,MO,63112,361-2116,,Permitted
FoodFacility,Active,Permitted,MWHN-95APA2,Family Market,7619 Ivory,St Louis,MO,63111,256-275,,Permitted
FoodFacility,Active,Permitted,36211,Family Resource Center,3309 S Kingshighway,St Louis,MO,,534-9350,,Permitted
FoodFacility,Active,Permitted,1200637,Farmhaus,3255-57 IVANHOE,St Louis,MO,63129,647-3800,,Permitted
FoodFacility,Active,Permitted,5785,Father Jim's Home,3427 Washington,St Louis,MO,63103,535-7221,,Permitted
FoodFacility,Active,Permitted,8935,Favazza's,5201 SOUTHWEST 03,St Louis,MO,63139,772-4454,,Permitted
FoodFacility,Active,Permitted,700033,Fazoli's #1661,6456 Chippewa,St Louis,MO,63109,352-5833,,Permitted
FoodFacility,Active,Permitted,KHUS-9M5P2V,Feed Your Vitality,1821 Cherokee,St Louis,MO,63118,910-3324,,Permitted
FoodFacility,Active,Permitted,CGIA-9QUU8X,Felixs Pizza Pub,6401-6409 Clayton Ave,SAINT LOUIS,MO,63139,,,Permitted
FoodFacility,Active,Permitted,MLEN-99UQRT,Feraro's Jersey Style Pizza,7704 Ivory,St Louis,MO,63111,397-2583,,Permitted
FoodFacility,Active,Permitted,1201057,Field House,3433 Locust St,St Louis,MO,63103,289-3111,,Permitted
FoodFacility,Active,Permitted,MWIS-9H7LZD,Field of Dreams,601 Clark - Ste B St,SAINT LOUIS,MO,63102,,,Permitted
FoodFacility,Active,Pending,#N/A,Fieldhouse,510 N Theresa,SAINT LOUIS,MO,63103,,,#N/A
FoodFacility,Active,Permitted,MWHN-9CRQKB,Fields Foods,1500 Lafayette Ave,SAINT LOUIS,MO,63104,241-3276,,Permitted
FoodFacility,Active,Permitted,MWHN-9ABKVR,Fields Foods Salad Bar/Bakery,1500 Lafayette Ave,SAINT LOUIS,MO,63104,241-3276,,Permitted
FoodFacility,Active,Permitted,MWHN-9CRQ94,Fields Foods Main Kitchen,1500 Lafayette Ave,SAINT LOUIS,MO,63104,241-3276,,Permitted
FoodFacility,Active,Permitted,MWHN-9CRQBZ,Fields Foods Seafood/Deli,1500 Lafayette Ave,SAINT LOUIS,MO,63104,241-3276,,Permitted
FoodFacility,Active,Permitted,MWHN-9D7LC8,Fields Foods Wine Bar,1500 Lafayette Ave,SAINT LOUIS,MO,63104,241-3276,,Permitted
FoodFacility,Active,Permitted,1200010,Fifteen Restaurant,1900-04 LOCUST,St Louis,MO,63103,588-8899,,Permitted
FoodFacility,Active,Permitted,PMAY-9DENPU,Firehouse Subs,38 Hampton Village Plz,SAINT LOUIS,MO,63109,353-7827,,Permitted
FoodFacility,Active,Permitted,1200908,First Stop,1551 S Grand,St Louis,MO,63104,771-6177,,Permitted
FoodFacility,Active,Permitted,MWHN-9DDN5H,First Stop Shop @ Robert A Young Bldg,1222 Spruce 1st Flr St,St Louis,MO,63103,436-4133,,Permitted
FoodFacility,Active,Permitted,1400346,Five,5100 Daggett,St Louis,MO,,773-5553,,Permitted
FoodFacility,Active,Permitted,1201241,Five Guys Burgers & Fries,4183 Lindell Blvd,St Louis,MO,63108,371-1589,,Permitted
FoodFacility,Active,Permitted,37090,Five Star Senior Center,2832 ARSENAL,St Louis,MO,63118,664-1008,,Permitted
FoodFacility,Active,Permitted,1400501,Flames Bar B Que House,4156 N NEWSTEAD,St Louis,MO,63115,330-5228,,Permitted
FoodFacility,Active,Permitted,1400164,Flamingo Bowl,1113 WASHINGTON 29,St Louis,MO,63103,436-6666,,Permitted
FoodFacility,Active,Permitted,37865,Flannery's Pub,1320 WASHINGTON 24,St Louis,MO,63103,241-8885,,Permitted
FoodFacility,Active,Permitted,MLEN-9FERHQ,Fleur De Lys Mansion,3500 Russell,St Louis,MO,63104,773-3500,,Permitted
FoodFacility,Active,Permitted,KHUS-9M5N92,Flying Cow Frozen Yogurt,230 N 13th,St Louis,MO,63103,241-0941,,Permitted
FoodFacility,Active,Permitted,KHUS-9M5N92,Flying Cow Frozen Yogurt,3331 Locust,St Louis,MO,63103,533-0941,,Permitted
FoodFacility,Active,Permitted,KHUS-9L2PMM,Flying Rolls,3674 Forest Park,St Louis,MO,63108,,,Permitted
FoodFacility,Active,Permitted,MLEN-93YQHK,Flying Saucer,900 Spruce St,SAINT LOUIS,MO,63102,932-1456,,Permitted
FoodFacility,Active,Permitted,1400388,Foam,3359 S JEFFERSON,St Louis,MO,63118,772-2100,,Permitted
FoodFacility,Active,Permitted,1400673,Focus Gateway City @ St Michaels,1901 Ann,SAINT LOUIS,MO,63104,776-4205,,Permitted
FoodFacility,Active,Permitted,MWIS-966PHD,Food Outlet,2330 S 7th St,SAINT LOUIS,MO,63104,773-1768,,Permitted
FoodFacility,Active,Permitted,35009,Food Outreach Inc,3117 Olive,St Louis,MO,63103,652-3663,,Permitted
FoodFacility,Active,Permitted,37435,Food Svc Consultants @ Cardinal Ritter Prep,710 N Spring,St Louis,MO,63108,446-5570,,Permitted
FoodFacility,Active,Permitted,1201194,Food Svc Consultants @ St Dominic Priory,3407 LAFAYETTE,St Louis,MO,,,,Permitted
