Module,Stage,Status,business_id,name,address,city,state,postal_code,PhoneDayNumber,PhoneDayExt,Status
FoodFacility,Active,Pending,KHUS-9JFMCK,Markeith Market,4132 Dr. Martin Luther King,SAINT LOUIS,MO,63113,,,Permitted
FoodFacility,Active,Permitted,KHUS-9JFMCK,Markeith Market,4132 Martin Luther King Jr. Dr,SAINT LOUIS,MO,63113,,,Permitted
FoodFacility,Active,Permitted,10291,Marsha's Ltd Bar & Grill,3501 Kossuth,SAINT LOUIS,MO,63107,534-9044,,Permitted
FoodFacility,Active,Permitted,35836,Martin L King Head Start #1,1437 Laurel,St Louis,MO,63112,,,Permitted
FoodFacility,Active,Permitted,1200702,Martin's Market,4324 DR M L King 30,St Louis,MO,63113,534-9119,,Permitted
FoodFacility,Active,Permitted,1200209,Mary Margaret Day Care & Learning Ctr,4040 S Broadway,St Louis,MO,,832-4545,,Permitted
FoodFacility,Active,Permitted,19265,Mary Margarets Day Care & Lear,4411 CHIPPEWA,St Louis,MO,63116,772-6611,,Permitted
FoodFacility,Active,Permitted,19265,Mary Margarets Day Care & Lear,3800 WATSON,St Louis,MO,63109,752-2965,,Permitted
FoodFacility,Active,Permitted,15307,Mary Mcelroy Day Care Center,1629 Biddle,St Louis,MO,63106,231-3737,,Permitted
FoodFacility,Active,Permitted,20037,Mary Ryder Home Residential,4361 OLIVE,St Louis,MO,63108,533-9018,,Permitted
FoodFacility,Active,Permitted,CGIA-9LUSJF,MaryAnn's Tea Room,4732 McPherson Ave,SAINT LOUIS,MO,63108,,,Permitted
FoodFacility,Active,Permitted,MLEN-9G8SJV,Mast Produce,730 Carroll - Stand #16,St Louis,MO,63104,,,Permitted
FoodFacility,Active,Permitted,MLEN-9GPLU7,MasterPieza Gourmet Pizza,2846 Cherokee,SAINT LOUIS,MO,63118,369-0304,,Permitted
FoodFacility,Active,Permitted,1201136,Mathew's Kitchen,5625 HAMPTON,St Louis,MO,63109,351-1700,,Permitted
FoodFacility,Active,Permitted,MLEN-95JTFF,Maui Wowii Smoothies & Coffees,730 Carroll 141,St Louis,MO,63104,541-0535,,Permitted
FoodFacility,Active,Permitted,1201233,Maurizio's Pizza,220 S Tucker,St Louis,MO,63101,621-1997,,Permitted
FoodFacility,Active,Permitted,1200930,Mccausland Auto Center,7003 MANCHESTER,St Louis,MO,63143,645-3815,,Permitted
FoodFacility,Active,Permitted,1400009,Mccormack House @ Forest Park Se,4575 Cadet,St Louis,MO,63110,371-2525,,Permitted
FoodFacility,Active,Permitted,1201140,Mcdonald's,7241 Gravois,St Louis,MO,63116,351-0807,,Permitted
FoodFacility,Active,Permitted,1201140,Mcdonald's,4979 Natural Bridge,St Louis,MO,63115,707-3702,,Permitted
FoodFacility,Active,Permitted,1201140,McDonald's,6100 N Broadway,SAINT LOUIS,MO,63147,389-2803,,Permitted
FoodFacility,Active,Permitted,1201140,McDonald's,1119 N Tucker,St Louis,MO,63101,241-4402,,Permitted
FoodFacility,Active,Permitted,1201140,Mcdonald's,4006 Lindell,St Louis,MO,63108,534-3276,,Permitted
FoodFacility,Active,Permitted,1200867,Mcdonald's #13970,1919 S JEFFERSON,St Louis,MO,63104,771-2575,,Permitted
FoodFacility,Active,Permitted,1200070,Mcdonald's Restaurant,4620 S KINGSHIGHWAY,St Louis,MO,63109,481-6715,,Permitted
FoodFacility,Active,Permitted,1200070,Mcdonald's Restaurant,4200 HAMPTON,St Louis,MO,63139,352-1869,,Permitted
FoodFacility,Active,Permitted,1200070,Mcdonald's Restaurant,1420 Hampton,St Louis,MO,63109,781-8032,,Permitted
FoodFacility,Active,Permitted,18917,McDonald's Restaurant #10360,4420 S Broadway,St Louis,MO,63111,752-3339,,Permitted
FoodFacility,Active,Permitted,MLEN-9EJL9C,MCL - 183,5700 Leona,SAINT LOUIS,MO,63116,352-8762,,Permitted
FoodFacility,Active,Permitted,20838,Mcm Catering,9802 KORTE SEWALD Rd,Lebanon,IL,62254,537-2462,,Permitted
FoodFacility,Active,Permitted,CGIA-9NVR7N,McMurphy's Cafe,800 N Tucker,St Louis,MO,63101,,,Permitted
FoodFacility,Active,Permitted,1400522,McMurphy's Express,1520 MARKET,St Louis,MO,63103,231-3006,,Permitted
FoodFacility,Active,Permitted,1200877,Mcneal's Superette,5900 Lillian,St Louis,MO,63136,382-6742,,Permitted
FoodFacility,Active,Permitted,KHUS-9MCN4L,Meher Phillips - Phillips 66,2327 Gravois Ave,SAINT LOUIS,MO,63104,762-0830,,Permitted
FoodFacility,Active,Permitted,18154,Mekong Restaurant,3131 S Grand,St Louis,MO,63118,773-3100,,Permitted
FoodFacility,Active,Permitted,37990,Melis Banquet Center,5207-11 Gravois,St Louis,MO,63116,398-2879,,Permitted
FoodFacility,Active,Permitted,19252,Melrose,5400 SOUTHWEST,St Louis,MO,63139,644-5288,,Permitted
FoodFacility,Active,Permitted,MWHN-987NKH,Melt on Cherokee,2712 Cherokee,SAINT LOUIS,MO,63118,771-6358,,Permitted
FoodFacility,Active,Permitted,1200151,Meramec Market,2821 Meramec,St Louis,MO,63118,752-7350,,Permitted
FoodFacility,Active,Permitted,1200151,Meramec Market,2821 Meramec,St Louis,MO,63118,752-7350,,Permitted
FoodFacility,Active,Permitted,MLEN-8TXRE8,Merchants @ Hilton,400 Olive St,St Louis,MO,63102,436-0002,,Permitted
FoodFacility,Active,Permitted,1400584,Meskerem Ethiopian Restaurant,3210 S Grand Blvd,St Louis,MO,63118,772-4442,,Permitted
FoodFacility,Active,Permitted,1200889,Mesnica Pehlan,4716 Gravois,St Louis,MO,63116,368-3681,,Permitted
FoodFacility,Active,Permitted,11000106,Mess Pat's Daycare,7901 N Broadway,SAINT LOUIS,MO,63147,,,Permitted
FoodFacility,Active,Permitted,11000106,Mess Pat's Daycare,8035 N BROADWAY,St Louis,MO,63147,,,Permitted
FoodFacility,Active,Permitted,35721,Messiah Lutheran Church,2846 S Grand,St Louis,MO,63118,772-4474,,Permitted
FoodFacility,Active,Permitted,MWHN-8UALK5,Metropolitan Confections,3137 Hampton Ave,St Louis,MO,63139,335-7484,,Permitted
FoodFacility,Active,Permitted,7144,Metropolitan Employment,1727 Locust,St Louis,MO,63103,982-8865,,Permitted
FoodFacility,Active,Permitted,1200826,Metropolitan Newstands,211 N Broadway Ste 180,St Louis,MO,63102,621-2072,,Permitted
FoodFacility,Active,Permitted,19902,Metropolitan St Louis Psych,5351 DELMAR,St Louis,MO,63112,877-0655,,Permitted
FoodFacility,Active,Permitted,1201121,Meyer's Grove,4510 MANCHESTER,St Louis,MO,,932-7003,,Permitted
FoodFacility,Active,Permitted,36184,Mi Hungry Catering & Bbq Mobile I,2043 SWITZER,St Louis,MO,63136,497-7518,,Permitted
FoodFacility,Active,Permitted,MWHN-8YHQNW,Miami Grill,5341 Riverview,St Louis,MO,63120,385-7700,,Permitted
FoodFacility,Active,Permitted,15928,Michael's Bar & Grill,7101 Manchester,St Louis,MO,63143,644-2240,,Permitted
FoodFacility,Active,Permitted,11000004,Michaels Catering Kitchen,3100 Locust,St Louis,MO,63103,436-7791,,Permitted
FoodFacility,Active,Permitted,1400242,Michael's Food Service @Stlouis Juvenile Center,920 N VANDEVENTER,St Louis,MO,63108,436-7791,,Permitted
FoodFacility,Active,Permitted,1200762,Michigan Convenience Mart,6601 Michigan,St Louis,MO,63111,352-2282,,Permitted
FoodFacility,Active,Permitted,1200598,Midtown Catholic Charities,1202 S Boyle Ave,St Louis,MO,,534-1180,,Permitted
FoodFacility,Active,Permitted,1400580,Midtown Sports Bar & Grill,1923 PRAIRIE,St Louis,MO,63113,534-7533,,Permitted
FoodFacility,Active,Permitted,38214,Mike Shannon S Steaks & Seafood,620 Market,St Louis,MO,63102,421-1540,,Permitted
FoodFacility,Active,Permitted,38323,Mike Shannon's Steak And Seafood,620 Market,St Louis,MO,63102,421-1540,,Permitted
FoodFacility,Active,Permitted,37097,Mike Talayna's Juke Box,1115 HAMPTON,St Louis,MO,63139,647-7600,,Permitted
FoodFacility,Active,Permitted,16044,Milo's Tavern,5201 WILSON 03,St Louis,MO,63110,776-0468,,Permitted
FoodFacility,Active,Permitted,1200438,Mischeaux's Bar-B-Que,2401 Union,St Louis,MO,,593-8044,,Permitted
FoodFacility,Active,Permitted,MLEN-9GUR6U,Mischeaux's Mini Mart,2401 Union Blvd,SAINT LOUIS,MO,63113,,,Permitted
FoodFacility,Active,Permitted,MWIS-94MPF7,Mission,6229-35 Delmar,SAINT LOUIS,MO,63130,932-5430,,Permitted
FoodFacility,Active,Permitted,PMAY-9HCQFE,Mission Taco Joint,908 Lafayette Ave,SAINT LOUIS,MO,63104,858-8226,,Permitted
FoodFacility,Active,Permitted,MWIS-997JYZ,Mississippi Mud Coffee Roasters,1223 Pine St,SAINT LOUIS,MO,63103,369-0432,,Permitted
FoodFacility,Active,Permitted,16542,Missouri Athletic Club Rendezv,405 Washington 1St Flr,St Louis,MO,63102,231-7220,,Permitted
FoodFacility,Active,Permitted,16544,Missouri Athletic Club -Sports,405 WASHINGTON 4TH FL,St Louis,MO,63102,231-7220,,Permitted
FoodFacility,Active,Permitted,3077,Missouri Athletic Club-Main,405 Washington,St Louis,MO,63102,231-7220,,Permitted
FoodFacility,Active,Permitted,8297,Missouri Bakery,2027 EDWARDS,St Louis,MO,63110,773-6566,,Permitted
FoodFacility,Active,Permitted,MWIS-9DSS3V,Missouri Bar & Grill,701 N TUCKER 05,St Louis,MO,63101,231-2234,,Permitted
FoodFacility,Active,Exempt,#N/A,Missouri School For The Blind,3815 MAGNOLIA,St Louis,MO,63110,(31-4320,,#N/A
FoodFacility,Active,Permitted,KHUS-9MNKDX,Missouri Sportservice - Level 100 Main Kitchen,701 Convention Plaza,St Louis,MO,63101,342-5367,,Permitted
FoodFacility,Active,Permitted,KHUS-9MNM2K,Missouri Sportservice - Level 300 Pantry Section 219,701 Convention Plaza,St Louis,MO,63101,,,Permitted
FoodFacility,Active,Permitted,KHUS-9MNKR3,Missouri Sportservice - Level 300 Pantry Section 247,701 Convention Plaza,St Louis,MO,63101,,,Permitted
FoodFacility,Active,Permitted,KHUS-9MNN96,Missouri Sportservice - Level 400 Pantry Section 310,701 Convention Plaza,St Louis,MO,63101,,,Permitted
FoodFacility,Active,Permitted,KHUS-9MNPAM,Missouri Sportservice - Level 400 Pantry Section 337,701 Convention Plaza,St Louis,MO,63101,,,Permitted
FoodFacility,Active,Permitted,KHUS-9MNM82,Missouri Sportservice - Level 400 Premium Club (CJC),701 Convention Plaza,St Louis,MO,63101,,,Permitted
FoodFacility,Active,Permitted,KHUS-9MNPE6,Missouri Sportservice - Ram's Club,701 Convention Plaza,St Louis,MO,63101,,,Permitted
FoodFacility,Active,Permitted,1400241,Mizu Sushi,1013 WASHINGTON,St Louis,MO,63101,621-2646,,Permitted
FoodFacility,Active,Permitted,KHUS-9L2KR2,MJ's On The Park,6312 S Grand,St Louis,MO,63111,,,Permitted
FoodFacility,Active,Permitted,MWIS-9CYT6R,MO Kettle Corn,4344 Shaw,St Louis,MO,63110,577-5100,,Permitted
FoodFacility,Active,Permitted,KHUS-9NKTPZ,Mobile International Cuisine,4400 Gordon Ave,SAINT LOUIS,MO,63134,,,Permitted
FoodFacility,Active,Permitted,MWHN-9BUMEC,Modern Brewery,5231 Manchester Unit E Ave,SAINT LOUIS,MO,63110,402-9245,,Permitted
FoodFacility,Active,Permitted,35835,Modesto Tapas Bar & Restaurant,5257 Shaw,St Louis,MO,63110,772-8272,,Permitted
FoodFacility,Active,Permitted,MWHN-8VLT9T,Moe's Snow Cones,1431 Montclair,St Louis,MO,63112,397-0534,,Permitted
FoodFacility,Active,Permitted,19229,Mokabe's Coffee House,3606 Arsenal,St Louis,MO,63118,865-2009,,Permitted
FoodFacility,Active,Permitted,1200548,Molly's,816 GEYER,St Louis,MO,63104,241-6200,,Permitted
FoodFacility,Active,Permitted,1201058,Molly's Restaurant,808 Geyer Ave,St Louis,MO,63104,241-6200,,Permitted
FoodFacility,Active,Permitted,KHUS-9KWMSG,Moma Minnies Market,4263 W Page,SAINT LOUIS,MO,63113,,,Permitted
FoodFacility,Active,Permitted,MWIS-98LSGB,Mommy's Rum Cake,8707 Riverview,SAINT LOUIS,MO,63147,867-1140,,Permitted
FoodFacility,Active,Permitted,9441,Mom's Deli,4412 Jamieson,St Louis,MO,63109,644-1198,,Permitted
FoodFacility,Active,Permitted,1200054,Mom's Kitchen,1507 GOODFELLOW,St Louis,MO,63112,389-0916,,Permitted
FoodFacility,Active,Permitted,17449,Monsanto Ymca Day Care Center,5555 Page,St Louis,MO,63112,367-9309,,Permitted
FoodFacility,Active,Permitted,1400638,Montys Sandwich Co,200 N Broadway #100,St Louis,MO,63102,241-7900,,Permitted
FoodFacility,Active,Permitted,37882,Moolah Lanes,3821 LINDELL,St Louis,MO,63108,446-6866,,Permitted
FoodFacility,Active,Permitted,37863,Moolah Theatre,3821 Lindell,St Louis,MO,63108,446-6806,,Permitted
FoodFacility,Active,Permitted,MWHN-985JMH,Moonshine Grill,5 Maryland Plz,SAINT LOUIS,MO,63108,361-1500,,Permitted
FoodFacility,Active,Permitted,20462,Morgan Street Brewery,721 N 2nd St,St Louis,MO,63102,231-9970,,Permitted
FoodFacility,Active,Permitted,20462,Morgan Street Brewery,721 N 2ND,St Louis,MO,63102,231-9970,,Permitted
FoodFacility,Active,Permitted,KHUS-9HUR6A,Morganford Market,4640 Morganford,St Louis,MO,63116,457-0348,,Permitted
FoodFacility,Active,Permitted,PMAY-9LLJFT,Morrison Management Spec @ Kindred Hospital,4930 Lindell,St Louis,MO,63108,361-8000,1127,Permitted
FoodFacility,Active,Permitted,20849,Morrison Mgmt @ St Louis Univ Hospital #8968,3635 Vista Ave,St Louis,MO,63110,,,Permitted
FoodFacility,Active,Permitted,KHUS-9JDKHN,Mo's Corner Store,3723 Gravois,SAINT LOUIS,MO,63116,898-2088,,Permitted
FoodFacility,Active,Permitted,1200633,Mo's Mart & Connect,2408 Union,St Louis,MO,63113,361-8848,,Permitted
FoodFacility,Active,Permitted,KHUS-9KJRZT,Mo's Mart and Grill,2408 Union Blvd,St Louis,MO,63113,,,Permitted
FoodFacility,Active,Permitted,17403,Most Holy Trinity School,3533 N 14Th,St Louis,MO,63107,231-9014,,Permitted
FoodFacility,Active,Permitted,MWIS-8Z5N8N,Mother's Way Fried Fish,2738 N Grand Blvd,SAINT LOUIS,MO,63106,533-4433,,Permitted
FoodFacility,Active,Permitted,MLEN-9J2LFB,Moto Museum,3441 Olive St,SAINT LOUIS,MO,63103,,,Permitted
FoodFacility,Active,Permitted,1200831,Mpc #44,1655 S Jefferson,St Louis,MO,63104,776-7471,,Permitted
FoodFacility,Active,Permitted,1200836,Mpc #63 / Conoco,1314 Gravois,St Louis,MO,63104,241-4224,,Permitted
FoodFacility,Active,Permitted,1200834,Mpc #67,4216 Natural Bridge,St Louis,MO,63115,535-1649,,Permitted
FoodFacility,Active,Permitted,1200835,Mpc #7,2110 Chouteau,St Louis,MO,63103,421-1100,,Permitted
FoodFacility,Active,Permitted,1200832,Mpc #71,2821 N Vandeventer,St Louis,MO,,535-6081,,Permitted
FoodFacility,Active,Permitted,1200830,Mpc #72,1620 Union,St Louis,MO,63113,361-8777,,Permitted
FoodFacility,Active,Permitted,1200833,Mpc #83,3311 Morganford,St Louis,MO,63116,771-1718,,Permitted
FoodFacility,Active,Permitted,1200833,Mpc #83,3311 Morganford,St Louis,MO,63116,771-1718,,Permitted
FoodFacility,Active,Permitted,1200602,Mr Currys Buffet Express India Restaurant,612 OLIVE,St Louis,MO,63101,241-2877,,Permitted
FoodFacility,Active,Permitted,MLEN-94LQT8,Mr International Market,3730 S Grand Blvd,SAINT LOUIS,MO,63118,762-9733,,Permitted
FoodFacility,Active,Permitted,MLEN-94LQT8,Mr International Market,3730 S Grand Blvd,SAINT LOUIS,MO,63118,762-9933,,Permitted
FoodFacility,Active,Permitted,35957,Mr X Inc,5924 MORGANFORD,St Louis,MO,63110,353-7060,,Permitted
FoodFacility,Active,Permitted,KHUS-9JLNZD,Mr. Tamales,N Grand,SAINT LOUIS,MO,63107,,,Permitted
FoodFacility,Active,Permitted,MWIS-92MRZJ,Ms L's Conv Store,3224 N Newstead,SAINT LOUIS,MO,63115,775-1866,,Permitted
FoodFacility,Active,Permitted,KHUS-9K6TBB,Ms. P's Soulful Dash,3000 S Jefferson Ave,SAINT LOUIS,MO,63118,881-1500,,Permitted
FoodFacility,Active,Permitted,1200090,Mt Pleasant Child Devel & Enrichment Ctr,2855 ARLINGTON,St Louis,MO,63120,382-7001,,Permitted
FoodFacility,Active,Permitted,35847,Mt Zion Head Start #3 Kitchen,1440 S Compton,St Louis,MO,63104,773-0733,,Permitted
FoodFacility,Active,Permitted,KHUS-9KZPDM,Mt. Tabor,6520 Arsenal St,SAINT LOUIS,MO,63139,,,Permitted
FoodFacility,Active,Permitted,37250,Muhammad Islamic Academy Inc,3625 N Garrison,St Louis,MO,63107,495-6316,,Permitted
FoodFacility,Active,Permitted,20653,Muny Opera Concession Stand #1,FOREST PARK,St Louis,MO,63110,361-1900,,Permitted
FoodFacility,Active,Permitted,20654,Muny Opera Concession Stand #2,Forest Park,St Louis,MO,63110,361-1900,,Permitted
FoodFacility,Active,Permitted,20655,Muny Opera Concession Stand #3,Forest Park,St Louis,MO,63110,361-1900,,Permitted
FoodFacility,Active,Permitted,20656,Muny Opera Concession Stand #4,Forest Park,St Louis,MO,63110,361-1900,,Permitted
FoodFacility,Active,Permitted,20657,Muny Opera Concession Stand #5,FOREST PARK,St Louis,MO,63110,361-1900,,Permitted
FoodFacility,Active,Permitted,20658,Muny Opera Concession Stand #6,FOREST PARK,St Louis,MO,63110,361-1900,,Permitted
FoodFacility,Active,Permitted,6025,Muny Opera-Backstage Refreshments,FOREST PARK,St Louis,MO,63110,361-1900,,Permitted
FoodFacility,Active,Permitted,21035,Murray & Associates,3407 WATSON,St Louis,MO,63139,952-6255,,Permitted
FoodFacility,Active,Permitted,37346,Murray & Associates Shaved Ice Mobile,3407 WATSON,St Louis,MO,63139,952-6255,,Permitted
FoodFacility,Active,Permitted,1400237,Murray's Shaved Ice,3407 WATSON,St Louis,MO,63139,952-6255,,Permitted
FoodFacility,Active,Permitted,1201147,Muser's Pub Llc,6594 SCANLAN,St Louis,MO,63139,647-0804,,Permitted
FoodFacility,Active,Permitted,KHUS-9JXM6P,Mustache Mikes Italian Ice,3830 Washington Ave,St Louis,MO,63108,,,Permitted
FoodFacility,Active,Permitted,MWIS-92VMCE,MX Movies,618 Washington Ave,SAINT LOUIS,MO,63101,222-2994,,Permitted
FoodFacility,Active,Permitted,1201232,My Big Fat Greek Truck,5204 Winona,St Louis,MO,63109,749-8252,DANNY CELL,Permitted
FoodFacility,Active,Permitted,36013,Myron Green #36 Snack @ Nga,3200 S 2ND,St Louis,MO,63118,776-0073,,Permitted
FoodFacility,Active,Permitted,36012,Myron Green 1A Kitchen Blg#36,3200 S 2ND,St Louis,MO,63118,776-0073,,Permitted
FoodFacility,Active,Permitted,11000017,N & M Market,4201 Manchester,St Louis,MO,63110,652-1208,,Permitted
FoodFacility,Active,Permitted,9678,N B C Cocktail Lounge,4621 DR M L King,St Louis,MO,63113,534-1947,,Permitted
FoodFacility,Active,Permitted,35678,Nadine's Gin Joint,1921-31 S 12TH,St Louis,MO,63104,436-3045,,Permitted
FoodFacility,Active,Permitted,36224,Nancy's Snow Cone,3622 GARFIELD,St Louis,MO,63113,533-7840,,Permitted
FoodFacility,Active,Permitted,1200222,Nara Cafe & Hookah Lounge,1326 WASHINGTON,St Louis,MO,63103,588-0051,,Permitted
FoodFacility,Active,Permitted,1200812,Nasiib Halal Store,3702 Gravois,St Louis,MO,63116,771-3487,,Permitted
FoodFacility,Active,Permitted,MWIS-9DMTQD,Nasiib Restaurant,3445 S Grand,St Louis,MO,63118,914-9256,,Permitted
FoodFacility,Active,Permitted,MLEN-9DNSYT,Nathalie's,4356 Lindell Blvd,SAINT LOUIS,MO,63108,,,Permitted
FoodFacility,Active,Permitted,MWHN-9CHTE6,Natural Bridge Mobil,5750 Natural Bridge,St Louis,MO,63120,550-0775,,Permitted
FoodFacility,Active,Permitted,MWHN-9BTNJ6,Natural Bridge Supermarket,4331 NATURAL BRIDGE,St Louis,MO,63115,381-2246,,Permitted
FoodFacility,Active,Permitted,MWHN-9CHN3G,Neighborhood Houses @ Cote Brilliante,2616 Cora,St Louis,MO,63113,533-0089,,Permitted
FoodFacility,Active,Permitted,MWHN-9CHNHF,Neighborhood Houses @ Farragut,4025 SULLIVAN,St Louis,MO,63107,680-1796,,Permitted
FoodFacility,Active,Permitted,MWHN-9CJQHZ,Neighborhood Houses @ Froebel,3709 NEBRASKA,St Louis,MO,63118,498-8783,,Permitted
FoodFacility,Active,Permitted,MWHN-9CHL3T,Neighborhood Houses @ Herzog,5831 Pamplin,St Louis,MO,63147,680-1796,,Permitted
FoodFacility,Active,Permitted,MWHN-9CHLWW,Neighborhood Houses @ Mann Elementary,4047 JUNIATA,St Louis,MO,63116,772-4545,,Permitted
FoodFacility,Active,Permitted,MWHN-9CHMFG,Neighborhood Houses @ Meramec,2745 MERAMEC,St Louis,MO,63118,353-8145,,Permitted
FoodFacility,Active,Permitted,MWHN-9CHR8W,Neighborhood Houses @ Oak Hill Emints,4300 MORGANFORD,St Louis,MO,63116,,,Permitted
FoodFacility,Active,Permitted,MWHN-9CHLL6,Neighborhood Houses @ Patrick Henry School,1220 N 10th,St Louis,MO,63106,,,Permitted
FoodFacility,Active,Permitted,MWHN-9CHMTS,Neighborhood Houses @ Pierre Laclede Elementary,5821 KENNERLY,St Louis,MO,63112,278-9354,,Permitted
FoodFacility,Active,Permitted,MWHN-9CHNNE,Neighborhood Houses @ Sigel,2050 Allen,St Louis,MO,,771-0010,,Permitted
FoodFacility,Active,Permitted,MWHN-9CHQXF,Neighborhood Houses @ Woodward,725 BELLERIVE,St Louis,MO,63111,353-1346,,Permitted
FoodFacility,Active,Permitted,MWHN-9CHRH5,Neighborhood Houses @Hodgen Elementary,1616 California,St Louis,MO,63104,,,Permitted
FoodFacility,Active,Permitted,1201164,Neighborhood Sports Bar & Grill,4337 N Broadway,St Louis,MO,63147,499-7236,,Permitted
FoodFacility,Active,Permitted,1400395,Nellie Glenns Saloon,6109 Gravois Ave,St Louis,MO,63116,457-8666,,Permitted
FoodFacility,Active,Permitted,1400356,Neo On Locust,2801 Locust,St Louis,MO,63103,570-9218,,Permitted
FoodFacility,Active,Permitted,36153,Nescafe At Nestle Purina,901 CHOUTEAU,St Louis,MO,63101,(31-1132,,Permitted
FoodFacility,Active,Permitted,18865,Nestle Purina Child Development Center,1000 S 9TH,St Louis,MO,63104,314-5437,,Permitted
FoodFacility,Active,Permitted,37814,New Attitudes,4100 Manchester Ave 02,St Louis,MO,63110,534-0044,,Permitted
FoodFacility,Active,Permitted,1200920,New Carrie's Corner Market #1,4500 ATHLONE,St Louis,MO,63115,381-5556,,Permitted
FoodFacility,Active,Permitted,700010,New Carrie's Corner Mkt #1,4500 ATHLONE,St Louis,MO,63115,555- FAX,,Permitted
FoodFacility,Active,Permitted,1200710,New China,3730 S Kingshighway,St Louis,MO,63109,771-8880,,Permitted
FoodFacility,Active,Permitted,37733,New China Chop Suey,3350 Gravois,St Louis,MO,63118,771-8818,,Permitted
FoodFacility,Active,Permitted,PMAY-8UJPCE,New City School,5209 Waterman Blvd,St Louis,MO,63108,361-6411,,Permitted
FoodFacility,Active,Permitted,7706,New Covenant United Methodist Church,900 Bellerive,St Louis,MO,63111,353-7879,,Permitted
FoodFacility,Active,Permitted,1400471,New Dawn Natural Foods,3536 Arsenal,St Louis,MO,63110,772-9110,,Permitted
FoodFacility,Active,Permitted,MWHN-9BTN8E,New Day Child Care Center,6115 W FLORISSANT,St Louis,MO,63136,382-5437,,Permitted
FoodFacility,Active,Permitted,MLEN-92RQ89,New Generation Enrichment Academy,8923 Riverview Dr,SAINT LOUIS,MO,63137,882-9173,,Permitted
FoodFacility,Active,Permitted,MLEN-9F6PHH,New Genesis Phase II,8501 Park Ln,St Louis,MO,63147,389-4200,,Permitted
FoodFacility,Active,Permitted,1400263,New Life Evangelistic Center Inc,1411 Locust St,St Louis,MO,63103,421-3020,,Permitted
FoodFacility,Active,Permitted,1400169,New Light Chop Suey,4004 W FLORISSANT,St Louis,MO,63116,535-2555,,Permitted
FoodFacility,Active,Permitted,20728,New Northside Child Development,5939 Goodfellow Blvd,St Louis,MO,63147,381-5730,,Permitted
FoodFacility,Active,Permitted,38192,New Northside Conference Center,5939 Goodfellow,St Louis,MO,63147,381-5730,,Permitted
FoodFacility,Active,Permitted,37714,New St Louis Wok,3226 S Grand,St Louis,MO,63118,772-1333,,Permitted
FoodFacility,Active,Permitted,MLEN-9BVN3L,New Way Market,5457 Page,St Louis,MO,63112,367-3734,,Permitted
FoodFacility,Active,Permitted,MLEN-9BVN3L,New Way Market,5457 Page,St Louis,MO,63112,,,Permitted
FoodFacility,Active,Permitted,19157,Newstead Chop Suey,3814 NEWSTEAD,St Louis,MO,63115,531-6901,,Permitted
FoodFacility,Active,Permitted,17597,Nick's,7907 N BROADWAY,St Louis,MO,63147,381-2265,,Permitted
FoodFacility,Active,Permitted,20086,Nick's Pub,6001 Manchester,St Louis,MO,63110,752-2022,,Permitted
FoodFacility,Active,Permitted,10700003,Ninth Street Deli,900 Shenandoah,St Louis,MO,63110,664-3354,,Permitted
FoodFacility,Active,Permitted,37834,No 9 Coffee Shop,4631 MORGANFORD,St Louis,MO,63116,477-2753,,Permitted
FoodFacility,Active,Permitted,21033,Noel's Knowledge Daycare Ctr,2626 N Union,St Louis,MO,63113,383-6000,,Permitted
FoodFacility,Active,Permitted,KHUS-9KWHPC,Noodles And Company,64 Hampton Village,St Louis,MO,63109,457-1769,,Permitted
FoodFacility,Active,Permitted,1400426,Nora's,1136 Tamm,St Louis,MO,63139,645-2706,,Permitted
FoodFacility,Active,Permitted,MWIS-8XZM3Y,North Side Community School,3033 N Euclid,St Louis,MO,,,,Permitted
FoodFacility,Active,Permitted,KHUS-9L9THS,North Side Way Market,2416 N Newstead,SAINT LOUIS,MO,63113,,,Permitted
FoodFacility,Active,Permitted,KHUS-9L9THS,North Side Way Market,2416 N Newstead,SAINT LOUIS,MO,63113,,,Permitted
FoodFacility,Active,Permitted,700016,Northern Bites,700 Rosedale,St Louis,MO,63112,935-7509,,Permitted
FoodFacility,Active,Permitted,1201196,Northside Oil,5745 DELMAR,St Louis,MO,63112,367-8600,,Permitted
FoodFacility,Active,Permitted,1201196,Northside Oil,5745 DELMAR,St Louis,MO,63112,367-8600,,Permitted
FoodFacility,Active,Permitted,10620,Northside Senior Center,4120 Maffitt,St Louis,MO,63113,531-4161,,Permitted
FoodFacility,Active,Out of Business,#N/A,Northview Village Inc,2415 N Kingshighway,St Louis,MO,63113,361-1300,,#N/A
FoodFacility,Active,Permitted,10100008,Northway Market,5590 W Florissant,St Louis,MO,63120,382-1717,,Permitted
FoodFacility,Active,Permitted,10100008,Northway Market,5590 W Florissant,St Louis,MO,63120,382-1717,,Permitted
FoodFacility,Active,Permitted,MLEN-9DMMPZ,Northwest Coffee Roasting,4251 Laclede,St Louis,MO,63108,371-4600,,Permitted
FoodFacility,Active,Permitted,KHUS-9R6PKN,Norton's Cajun Corner,730 Carroll St 2,St Louis,MO,63104,296-1250,,Permitted
FoodFacility,Active,Pending,#N/A,Nova Red,200 N 7th St,St Louis,MO,63101,616-0919,,#N/A
FoodFacility,Active,Permitted,11000034,Novella,5510 S Kingshighway,St Louis,MO,,353-8331,,Permitted
FoodFacility,Active,Permitted,1200546,Number 9 Cafe,4105 S Grand,St Louis,MO,63118,752-2233,,Permitted
